ID,Pe_F,Pe_R,Pe_ratio,Span_F,Span_R,Span_ratio,MAG_ID,SLG_ID
k141_195085:81937-81959-82289-82311,0,28,1.0,0,13,1.0,SLG1010_DASTool_bins_SLG1010_bin.81,SLG659
k141_195085:81937-81959-82289-82311,6,28,0.82,1,14,0.93,SLG1010_DASTool_bins_SLG1010_bin.81,SLG779
k141_195085:81937-81959-82289-82311,0,18,1.0,0,11,1.0,SLG1010_DASTool_bins_SLG1010_bin.81,SLG886
k141_195085:81937-81959-82289-82311,2,6,0.75,2,5,0.71,SLG1010_DASTool_bins_SLG1010_bin.81,SLG1155.554
k141_195085:81937-81959-82289-82311,0,8,1.0,0,4,1.0,SLG1010_DASTool_bins_SLG1010_bin.81,SLG444
k141_195112:13778-13801-13997-14020,2,10,0.83,1,5,0.83,SLG776_DASTool_bins_10,SLG529
k141_195112:13778-13801-13997-14020,0,12,1.0,0,7,1.0,SLG776_DASTool_bins_10,SLG1102
k141_195112:13778-13801-13997-14020,2,16,0.89,0,9,1.0,SLG776_DASTool_bins_10,SLG1132
k141_199949:54466-54488-54539-54561,24,8,0.25,19,4,0.17,SLG441_DASTool_bins_SLG441_bin.23_sub,SLG326B
k141_20104:3763-3776-4013-4026,4,14,0.78,3,7,0.7,SLG220_DASTool_bins_SLG220_bin.48,SLG530
k141_20104:3763-3776-4013-4026,16,20,0.56,8,10,0.56,SLG220_DASTool_bins_SLG220_bin.48,SLG617
k141_20104:3763-3776-4013-4026,2,6,0.75,2,5,0.71,SLG220_DASTool_bins_SLG220_bin.48,SLG620
k141_20104:3763-3776-4013-4026,6,10,0.62,4,4,0.5,SLG220_DASTool_bins_SLG220_bin.48,SLG220
k141_20104:3763-3776-4013-4026,0,8,1.0,0,6,1.0,SLG220_DASTool_bins_SLG220_bin.48,SLG1105
k141_20104:3763-3776-4013-4026,16,6,0.27,7,4,0.36,SLG220_DASTool_bins_SLG220_bin.48,SLG778
k141_20104:3763-3776-4013-4026,10,8,0.44,6,4,0.4,SLG220_DASTool_bins_SLG220_bin.48,SLG1102
k141_20104:3763-3776-4013-4026,16,8,0.33,12,4,0.25,SLG220_DASTool_bins_SLG220_bin.48,SLG443
k141_20104:3763-3776-4013-4026,6,10,0.62,4,5,0.56,SLG220_DASTool_bins_SLG220_bin.48,SLG192
k141_20104:3763-3776-4013-4026,0,26,1.0,0,13,1.0,SLG220_DASTool_bins_SLG220_bin.48,SLG1122
k141_20104:3763-3776-4013-4026,2,12,0.86,0,7,1.0,SLG220_DASTool_bins_SLG220_bin.48,SLG1173
k141_20104:3763-3776-4013-4026,12,6,0.33,8,4,0.33,SLG220_DASTool_bins_SLG220_bin.48,SLG221
k141_205481:432-449-552-569,0,10,1.0,0,4,1.0,SLG1102_DASTool_bins_117_sub,SLG940
k141_20568:18199-18214-18419-18434,0,14,1.0,0,6,1.0,SLG776_DASTool_bins_10,SLG1007
k141_20568:18199-18214-18419-18434,0,8,1.0,0,4,1.0,SLG776_DASTool_bins_10,SLG941
k141_20631:40111-40123-40393-40405,60,6,0.09,38,4,0.1,SLG594_DASTool_bins_SLG594_bin.002_sub,SLG1010
k141_206393:852-876-1076-1100,70,10,0.12,38,5,0.12,SLG1010_DASTool_bins_SLG1010_bin.41,SLG1105
k141_206393:852-876-1076-1100,6,20,0.77,5,12,0.71,SLG1010_DASTool_bins_SLG1010_bin.41,SLG1171
k141_206393:852-876-1076-1100,2,16,0.89,2,7,0.78,SLG1010_DASTool_bins_SLG1010_bin.41,SLG779
k141_206393:852-876-1076-1100,4,14,0.78,2,6,0.75,SLG1010_DASTool_bins_SLG1010_bin.41,SLG656
k141_206525:46728-46760-46916-46948,2,8,0.8,0,4,1.0,SLG422_DASTool_bins_133,SLG889
k141_206525:46728-46760-46916-46948,2,10,0.83,0,7,1.0,SLG422_DASTool_bins_133,SLG940
k141_206525:46728-46760-46916-46948,0,10,1.0,0,7,1.0,SLG422_DASTool_bins_133,SLG1208
k141_207830:310375-310404-310553-310582,10,12,0.55,4,6,0.6,SLG529_DASTool_bins_SLG529_bin.005,SLG1215
k141_207830:310375-310404-310553-310582,8,10,0.56,4,4,0.5,SLG529_DASTool_bins_SLG529_bin.005,SLG944
k141_207830:310375-310404-310553-310582,6,20,0.77,3,10,0.77,SLG529_DASTool_bins_SLG529_bin.005,SLG886
k141_207830:310375-310404-310553-310582,6,16,0.73,4,9,0.69,SLG529_DASTool_bins_SLG529_bin.005,SLG777
k141_207830:310375-310404-310553-310582,8,62,0.89,5,35,0.88,SLG529_DASTool_bins_SLG529_bin.005,SLG778
k141_207830:310375-310404-310553-310582,16,90,0.85,8,46,0.85,SLG529_DASTool_bins_SLG529_bin.005,SLG659
k141_207830:310375-310404-310553-310582,0,14,1.0,0,8,1.0,SLG529_DASTool_bins_SLG529_bin.005,SLG1104
k141_207830:310375-310404-310553-310582,14,42,0.75,7,21,0.75,SLG529_DASTool_bins_SLG529_bin.005,SLG1155.555
k141_207830:310375-310404-310553-310582,2,10,0.83,0,4,1.0,SLG529_DASTool_bins_SLG529_bin.005,SLG444
k141_207830:310375-310404-310553-310582,20,10,0.33,9,7,0.44,SLG529_DASTool_bins_SLG529_bin.005,SLG1156
k141_207830:310375-310404-310553-310582,6,12,0.67,2,5,0.71,SLG529_DASTool_bins_SLG529_bin.005,SLG1208
k141_207830:310375-310404-310553-310582,10,10,0.5,3,5,0.62,SLG529_DASTool_bins_SLG529_bin.005,SLG326B
k141_207830:310375-310404-310553-310582,0,16,1.0,0,10,1.0,SLG529_DASTool_bins_SLG529_bin.005,SLG194
k141_207830:310375-310404-310553-310582,14,20,0.59,7,10,0.59,SLG529_DASTool_bins_SLG529_bin.005,SLG1132
k141_207830:310375-310404-310553-310582,6,28,0.82,4,15,0.79,SLG529_DASTool_bins_SLG529_bin.005,SLG1009
k141_207830:310375-310404-310553-310582,14,18,0.56,10,12,0.55,SLG529_DASTool_bins_SLG529_bin.005,SLG712
k141_207830:310375-310404-310553-310582,14,52,0.79,6,28,0.82,SLG529_DASTool_bins_SLG529_bin.005,SLG779
k141_207830:310375-310404-310553-310582,0,24,1.0,0,16,1.0,SLG529_DASTool_bins_SLG529_bin.005,SLG1207
k141_207830:310375-310404-310553-310582,16,40,0.71,10,24,0.71,SLG529_DASTool_bins_SLG529_bin.005,SLG530
k141_207830:310375-310404-310553-310582,4,26,0.87,2,11,0.85,SLG529_DASTool_bins_SLG529_bin.005,SLG220
k141_207830:310375-310404-310553-310582,10,18,0.64,3,8,0.73,SLG529_DASTool_bins_SLG529_bin.005,SLG1216
k141_207830:310375-310404-310553-310582,2,16,0.89,2,7,0.78,SLG529_DASTool_bins_SLG529_bin.005,SLG192
k141_207830:310375-310404-310553-310582,8,14,0.64,1,8,0.89,SLG529_DASTool_bins_SLG529_bin.005,SLG655
k141_207830:310375-310404-310553-310582,40,48,0.55,26,24,0.48,SLG529_DASTool_bins_SLG529_bin.005,SLG654
k141_207830:310375-310404-310553-310582,4,22,0.85,2,11,0.85,SLG529_DASTool_bins_SLG529_bin.005,SLG657
k141_207830:310375-310404-310553-310582,2,8,0.8,1,5,0.83,SLG529_DASTool_bins_SLG529_bin.005,SLG193
k141_207830:310375-310404-310553-310582,12,42,0.78,5,20,0.8,SLG529_DASTool_bins_SLG529_bin.005,SLG653
k141_207830:310375-310404-310553-310582,14,20,0.59,10,10,0.5,SLG529_DASTool_bins_SLG529_bin.005,SLG660
k141_207830:310375-310404-310553-310582,0,26,1.0,0,16,1.0,SLG529_DASTool_bins_SLG529_bin.005,SLG594
k141_207830:310375-310404-310553-310582,8,34,0.81,6,20,0.77,SLG529_DASTool_bins_SLG529_bin.005,SLG424
k141_207830:310375-310404-310553-310582,2,20,0.91,0,11,1.0,SLG529_DASTool_bins_SLG529_bin.005,SLG942
k141_207830:310375-310404-310553-310582,0,6,1.0,0,5,1.0,SLG529_DASTool_bins_SLG529_bin.005,SLG443
k141_207830:310375-310404-310553-310582,12,12,0.5,7,9,0.56,SLG529_DASTool_bins_SLG529_bin.005,SLG422
k141_207830:310375-310404-310553-310582,28,74,0.73,13,40,0.75,SLG529_DASTool_bins_SLG529_bin.005,SLG221
k141_207830:310375-310404-310553-310582,14,42,0.75,8,25,0.76,SLG529_DASTool_bins_SLG529_bin.005,SLG618
k141_207830:310375-310404-310553-310582,14,44,0.76,5,16,0.76,SLG529_DASTool_bins_SLG529_bin.005,SLG992
k141_207830:310375-310404-310553-310582,16,18,0.53,10,12,0.55,SLG529_DASTool_bins_SLG529_bin.005,SLG1008
k141_207830:310375-310404-310553-310582,2,20,0.91,1,11,0.92,SLG529_DASTool_bins_SLG529_bin.005,SLG1205
k141_207830:310375-310404-310553-310582,22,46,0.68,16,21,0.57,SLG529_DASTool_bins_SLG529_bin.005,SLG1173
k141_207830:310375-310404-310553-310582,8,34,0.81,6,17,0.74,SLG529_DASTool_bins_SLG529_bin.005,SLG1133
k141_207830:310375-310404-310553-310582,0,16,1.0,0,8,1.0,SLG529_DASTool_bins_SLG529_bin.005,SLG1214
k141_207830:310375-310404-310553-310582,6,8,0.57,2,4,0.67,SLG529_DASTool_bins_SLG529_bin.005,SLG1155.554
k141_207830:310375-310404-310553-310582,4,8,0.67,2,5,0.71,SLG529_DASTool_bins_SLG529_bin.005,SLG887
k141_207830:310375-310404-310553-310582,18,20,0.53,9,13,0.59,SLG529_DASTool_bins_SLG529_bin.005,SLG991
k141_207830:310375-310404-310553-310582,6,14,0.7,3,9,0.75,SLG529_DASTool_bins_SLG529_bin.005,SLG937
k141_207830:310375-310404-310553-310582,8,12,0.6,2,6,0.75,SLG529_DASTool_bins_SLG529_bin.005,SLG1103
k141_207830:310375-310404-310553-310582,14,36,0.72,8,18,0.69,SLG529_DASTool_bins_SLG529_bin.005,SLG1121
k141_207830:310375-310404-310553-310582,14,14,0.5,10,6,0.38,SLG529_DASTool_bins_SLG529_bin.005,SLG1122
k141_207830:310375-310404-310553-310582,6,62,0.91,3,35,0.92,SLG529_DASTool_bins_SLG529_bin.005,SLG939
k141_207830:310375-310404-310553-310582,66,116,0.64,32,66,0.67,SLG529_DASTool_bins_SLG529_bin.005,SLG889
k141_207830:310375-310404-310553-310582,4,12,0.75,2,9,0.82,SLG529_DASTool_bins_SLG529_bin.005,SLG938
k141_207830:310375-310404-310553-310582,2,10,0.83,0,4,1.0,SLG529_DASTool_bins_SLG529_bin.005,SLG1120
k141_207830:310375-310404-310553-310582,2,14,0.88,1,6,0.86,SLG529_DASTool_bins_SLG529_bin.005,SLG421
k141_207830:310375-310404-310553-310582,4,14,0.78,3,8,0.73,SLG529_DASTool_bins_SLG529_bin.005,SLG658
k141_207830:310375-310404-310553-310582,12,22,0.65,10,11,0.52,SLG529_DASTool_bins_SLG529_bin.005,SLG710
k141_207950:15855-15878-16545-16568,76,10,0.12,44,4,0.08,SLG658_DASTool_bins_SLG658_bin.001,SLG617
k141_207950:15855-15878-16545-16568,62,6,0.09,34,4,0.11,SLG658_DASTool_bins_SLG658_bin.001,SLG530
k141_207950:15855-15878-16545-16568,84,6,0.07,49,4,0.08,SLG658_DASTool_bins_SLG658_bin.001,SLG441
k141_207950:15855-15878-16545-16568,62,10,0.14,36,8,0.18,SLG658_DASTool_bins_SLG658_bin.001,SLG593
k141_207950:15855-15878-16545-16568,20,6,0.23,12,6,0.33,SLG658_DASTool_bins_SLG658_bin.001,SLG709
k141_207950:15855-15878-16545-16568,124,8,0.06,66,6,0.08,SLG658_DASTool_bins_SLG658_bin.001,SLG712
k141_207950:15855-15878-16545-16568,146,8,0.05,80,4,0.05,SLG658_DASTool_bins_SLG658_bin.001,SLG443
k141_207950:15855-15878-16545-16568,42,8,0.16,29,5,0.15,SLG658_DASTool_bins_SLG658_bin.001,SLG595
k141_207950:15855-15878-16545-16568,22,6,0.21,12,4,0.25,SLG658_DASTool_bins_SLG658_bin.001,SLG1010
k141_211460:17580-17599-17760-17779,2,10,0.83,2,5,0.71,SLG530_DASTool_bins_SLG530_bin.103,SLG617
k141_211460:17580-17599-17760-17779,2,14,0.88,2,6,0.75,SLG530_DASTool_bins_SLG530_bin.103,SLG710
k141_211460:17580-17599-17760-17779,10,12,0.55,5,6,0.55,SLG530_DASTool_bins_SLG530_bin.103,SLG1104
k141_211460:17580-17599-17760-17779,24,14,0.37,15,8,0.35,SLG530_DASTool_bins_SLG530_bin.103,SLG1155.554
k141_211460:17580-17599-17760-17779,0,8,1.0,0,5,1.0,SLG530_DASTool_bins_SLG530_bin.103,SLG778
k141_211460:17580-17599-17760-17779,4,24,0.86,3,15,0.83,SLG530_DASTool_bins_SLG530_bin.103,SLG659
k141_211460:17580-17599-17760-17779,22,16,0.42,12,10,0.45,SLG530_DASTool_bins_SLG530_bin.103,SLG777
k141_211460:17580-17599-17760-17779,6,6,0.5,3,5,0.62,SLG530_DASTool_bins_SLG530_bin.103,SLG1214
k141_211460:17580-17599-17760-17779,0,18,1.0,0,9,1.0,SLG530_DASTool_bins_SLG530_bin.103,SLG711
k141_211460:17580-17599-17760-17779,6,10,0.62,0,4,1.0,SLG530_DASTool_bins_SLG530_bin.103,SLG618
k141_211460:17580-17599-17760-17779,2,6,0.75,2,4,0.67,SLG530_DASTool_bins_SLG530_bin.103,SLG1215
k141_211460:17580-17599-17760-17779,16,8,0.33,9,7,0.44,SLG530_DASTool_bins_SLG530_bin.103,SLG886
k141_211460:17580-17599-17760-17779,8,14,0.64,5,8,0.62,SLG530_DASTool_bins_SLG530_bin.103,SLG1009
k141_211460:17580-17599-17760-17779,6,10,0.62,3,7,0.7,SLG530_DASTool_bins_SLG530_bin.103,SLG1155.555
k141_211460:17580-17599-17760-17779,8,12,0.6,5,5,0.5,SLG530_DASTool_bins_SLG530_bin.103,SLG937
k141_211460:17580-17599-17760-17779,6,22,0.79,4,17,0.81,SLG530_DASTool_bins_SLG530_bin.103,SLG779
k141_211460:17580-17599-17760-17779,2,10,0.83,0,7,1.0,SLG530_DASTool_bins_SLG530_bin.103,SLG615
k141_211460:17580-17599-17760-17779,4,6,0.6,3,4,0.57,SLG530_DASTool_bins_SLG530_bin.103,SLG595
k141_211460:17580-17599-17760-17779,18,12,0.4,10,6,0.38,SLG530_DASTool_bins_SLG530_bin.103,SLG613
k141_211460:17580-17599-17760-17779,8,12,0.6,3,8,0.73,SLG530_DASTool_bins_SLG530_bin.103,SLG614
k141_211460:17580-17599-17760-17779,2,8,0.8,2,4,0.67,SLG530_DASTool_bins_SLG530_bin.103,SLG530
k141_211460:17580-17599-17760-17779,4,12,0.75,2,8,0.8,SLG530_DASTool_bins_SLG530_bin.103,SLG421
k141_211460:17580-17599-17760-17779,32,10,0.24,20,9,0.31,SLG530_DASTool_bins_SLG530_bin.103,SLG220
k141_211460:17580-17599-17760-17779,4,6,0.6,4,4,0.5,SLG530_DASTool_bins_SLG530_bin.103,SLG423
k141_211460:17580-17599-17760-17779,0,6,1.0,0,4,1.0,SLG530_DASTool_bins_SLG530_bin.103,SLG657
k141_211460:17580-17599-17760-17779,6,10,0.62,3,7,0.7,SLG530_DASTool_bins_SLG530_bin.103,SLG943
k141_211460:17580-17599-17760-17779,46,8,0.15,27,5,0.16,SLG530_DASTool_bins_SLG530_bin.103,SLG192
k141_211628:24591-24623-25001-25033,2,8,0.8,1,5,0.83,SLG1123_DASTool_bins_SLG1123_bin.89_sub,SLG1171
k141_212330:4439-4466-4782-4809,6,8,0.57,3,5,0.62,SLG1007_DASTool_bins_SLG1007_bin.36,SLG942
k141_212330:4439-4466-4782-4809,0,14,1.0,0,8,1.0,SLG1007_DASTool_bins_SLG1007_bin.36,SLG444
k141_212330:4439-4466-4782-4809,8,10,0.56,7,5,0.42,SLG1007_DASTool_bins_SLG1007_bin.36,SLG442
k141_212330:4439-4466-4782-4809,6,12,0.67,4,6,0.6,SLG1007_DASTool_bins_SLG1007_bin.36,SLG1007
k141_212330:4439-4466-4782-4809,0,12,1.0,0,5,1.0,SLG1007_DASTool_bins_SLG1007_bin.36,SLG653
k141_212819:13051-13075-13260-13284,100,14,0.12,56,8,0.12,SLG659_DASTool_bins_115_sub,SLG712
k141_212819:13051-13075-13260-13284,4,10,0.71,4,7,0.64,SLG659_DASTool_bins_115_sub,SLG655
k141_212819:13051-13075-13260-13284,4,10,0.71,1,6,0.86,SLG659_DASTool_bins_115_sub,SLG779
k141_212819:13051-13075-13260-13284,8,18,0.69,4,9,0.69,SLG659_DASTool_bins_115_sub,SLG1215
k141_212819:13051-13075-13260-13284,14,22,0.61,7,10,0.59,SLG659_DASTool_bins_115_sub,SLG778
k141_212819:13051-13075-13260-13284,30,16,0.35,15,8,0.35,SLG659_DASTool_bins_115_sub,SLG656
k141_212819:13051-13075-13260-13284,16,88,0.85,8,46,0.85,SLG659_DASTool_bins_115_sub,SLG1010
k141_212819:13051-13075-13260-13284,38,16,0.3,19,8,0.3,SLG659_DASTool_bins_115_sub,SLG221
k141_212819:13051-13075-13260-13284,2,10,0.83,1,5,0.83,SLG659_DASTool_bins_115_sub,SLG444
k141_212819:13051-13075-13260-13284,32,76,0.7,17,42,0.71,SLG659_DASTool_bins_115_sub,SLG1009
k141_212819:13051-13075-13260-13284,8,16,0.67,4,9,0.69,SLG659_DASTool_bins_115_sub,SLG1104
k141_21580:16768-16786-17023-17041,12,60,0.83,6,37,0.86,SLG193_DASTool_bins_10,SLG422
k141_21580:16768-16786-17023-17041,2,20,0.91,2,10,0.83,SLG193_DASTool_bins_10,SLG220
k141_21580:16768-16786-17023-17041,14,50,0.78,11,26,0.7,SLG193_DASTool_bins_10,SLG222
k141_21580:16768-16786-17023-17041,14,12,0.46,9,8,0.47,SLG193_DASTool_bins_10,SLG529
k141_21580:16768-16786-17023-17041,22,102,0.82,13,57,0.81,SLG193_DASTool_bins_10,SLG594
k141_21580:16768-16786-17023-17041,4,124,0.97,2,61,0.97,SLG193_DASTool_bins_10,SLG191
k141_21580:16768-16786-17023-17041,2,10,0.83,2,5,0.71,SLG193_DASTool_bins_10,SLG444
k141_21580:16768-16786-17023-17041,20,28,0.58,12,16,0.57,SLG193_DASTool_bins_10,SLG442
k141_21580:16768-16786-17023-17041,4,156,0.98,2,81,0.98,SLG193_DASTool_bins_10,SLG326B
k141_21580:16768-16786-17023-17041,30,48,0.62,17,24,0.59,SLG193_DASTool_bins_10,SLG328B
k141_21580:16768-16786-17023-17041,2,22,0.92,1,12,0.92,SLG193_DASTool_bins_10,SLG777
k141_21580:16768-16786-17023-17041,62,26,0.3,39,14,0.26,SLG193_DASTool_bins_10,SLG943
k141_21580:16768-16786-17023-17041,34,38,0.53,18,20,0.53,SLG193_DASTool_bins_10,SLG192
k141_21580:16768-16786-17023-17041,112,20,0.15,64,11,0.15,SLG193_DASTool_bins_10,SLG778
k141_21580:16768-16786-17023-17041,34,38,0.53,20,20,0.5,SLG193_DASTool_bins_10,SLG424
k141_21580:16768-16786-17023-17041,44,10,0.19,21,7,0.25,SLG193_DASTool_bins_10,SLG221
k141_21580:16768-16786-17023-17041,42,10,0.19,25,4,0.14,SLG193_DASTool_bins_10,SLG1010
k141_21580:16768-16786-17023-17041,82,54,0.4,46,26,0.36,SLG193_DASTool_bins_10,SLG776
k141_21580:16768-16786-17023-17041,150,16,0.1,88,10,0.1,SLG193_DASTool_bins_10,SLG657
k141_21580:16768-16786-17023-17041,0,22,1.0,0,13,1.0,SLG193_DASTool_bins_10,SLG653
k141_21580:16768-16786-17023-17041,6,12,0.67,3,6,0.67,SLG193_DASTool_bins_10,SLG421
k141_21580:16768-16786-17023-17041,4,26,0.87,2,15,0.88,SLG193_DASTool_bins_10,SLG1007
k141_21580:16768-16786-17023-17041,12,8,0.4,7,5,0.42,SLG193_DASTool_bins_10,SLG1155.555
k141_21580:16768-16786-17023-17041,22,6,0.21,9,6,0.4,SLG193_DASTool_bins_10,SLG1105
k141_21580:16768-16786-17023-17041,66,10,0.13,32,6,0.16,SLG193_DASTool_bins_10,SLG593
k141_21580:16768-16786-17023-17041,62,62,0.5,36,33,0.48,SLG193_DASTool_bins_10,SLG1103
k141_21580:16768-16786-17023-17041,4,26,0.87,3,14,0.82,SLG193_DASTool_bins_10,SLG1008
k141_21580:16768-16786-17023-17041,100,24,0.19,58,13,0.18,SLG193_DASTool_bins_10,SLG1121
k141_21580:16768-16786-17023-17041,10,28,0.74,5,16,0.76,SLG193_DASTool_bins_10,SLG1120
k141_21580:16768-16786-17023-17041,24,8,0.25,15,4,0.21,SLG193_DASTool_bins_10,SLG1122
k141_21580:16768-16786-17023-17041,32,12,0.27,19,7,0.27,SLG193_DASTool_bins_10,SLG1132
k141_21580:16768-16786-17023-17041,6,28,0.82,3,16,0.84,SLG193_DASTool_bins_10,SLG1156
k141_21580:16768-16786-17023-17041,20,46,0.7,13,25,0.66,SLG193_DASTool_bins_10,SLG779
k141_21580:16768-16786-17023-17041,126,46,0.27,77,28,0.27,SLG193_DASTool_bins_10,SLG937
k141_21580:16768-16786-17023-17041,100,20,0.17,48,10,0.17,SLG193_DASTool_bins_10,SLG938
k141_21580:16768-16786-17023-17041,12,28,0.7,7,18,0.72,SLG193_DASTool_bins_10,SLG941
k141_21580:16768-16786-17023-17041,2,34,0.94,1,18,0.95,SLG193_DASTool_bins_10,SLG219
k141_21580:16768-16786-17023-17041,34,26,0.43,17,15,0.47,SLG193_DASTool_bins_10,SLG194
k141_21580:16768-16786-17023-17041,22,28,0.56,12,18,0.6,SLG193_DASTool_bins_10,SLG712
k141_21580:16768-16786-17023-17041,74,12,0.14,36,6,0.14,SLG193_DASTool_bins_10,SLG944
k141_21580:16768-16786-17023-17041,76,12,0.14,42,9,0.18,SLG193_DASTool_bins_10,SLG887
k141_21580:16768-16786-17023-17041,30,26,0.46,17,18,0.51,SLG193_DASTool_bins_10,SLG658
k141_21580:16768-16786-17023-17041,66,10,0.13,30,6,0.17,SLG193_DASTool_bins_10,SLG659
k141_21580:16768-16786-17023-17041,36,36,0.5,25,22,0.47,SLG193_DASTool_bins_10,SLG1213
k141_21580:16768-16786-17023-17041,48,14,0.23,28,7,0.2,SLG193_DASTool_bins_10,SLG711
k141_21580:16768-16786-17023-17041,74,16,0.18,42,9,0.18,SLG193_DASTool_bins_10,SLG709
k141_21580:16768-16786-17023-17041,24,66,0.73,14,37,0.73,SLG193_DASTool_bins_10,SLG710
k141_21580:16768-16786-17023-17041,8,12,0.6,2,9,0.82,SLG193_DASTool_bins_10,SLG618
k141_21580:16768-16786-17023-17041,2,30,0.94,1,19,0.95,SLG193_DASTool_bins_10,SLG992
k141_21580:16768-16786-17023-17041,96,26,0.21,46,17,0.27,SLG193_DASTool_bins_10,SLG1214
k141_21580:16768-16786-17023-17041,8,100,0.93,5,60,0.92,SLG193_DASTool_bins_10,SLG888
k141_21580:16768-16786-17023-17041,274,38,0.12,156,23,0.13,SLG193_DASTool_bins_10,SLG615
k141_21580:16768-16786-17023-17041,38,100,0.72,20,49,0.71,SLG193_DASTool_bins_10,SLG1172
k141_21580:16768-16786-17023-17041,6,72,0.92,5,37,0.88,SLG193_DASTool_bins_10,SLG614
k141_21580:16768-16786-17023-17041,100,96,0.49,65,56,0.46,SLG193_DASTool_bins_10,SLG660
k141_21580:16768-16786-17023-17041,78,38,0.33,45,24,0.35,SLG193_DASTool_bins_10,SLG613
k141_21580:16768-16786-17023-17041,38,24,0.39,25,14,0.36,SLG193_DASTool_bins_10,SLG942
k141_21580:16768-16786-17023-17041,2,80,0.98,0,41,1.0,SLG193_DASTool_bins_10,SLG1216
k141_21580:16768-16786-17023-17041,8,38,0.83,3,19,0.86,SLG193_DASTool_bins_10,SLG991
k141_21580:16768-16786-17023-17041,8,84,0.91,4,44,0.92,SLG193_DASTool_bins_10,SLG654
k141_21580:16768-16786-17023-17041,60,26,0.3,36,17,0.32,SLG193_DASTool_bins_10,SLG886
k141_21580:44045-44066-44322-44343,128,6,0.04,72,4,0.05,SLG193_DASTool_bins_10,SLG657
k141_216798:29349-29365-29593-29609,10,16,0.62,5,9,0.64,SLG1208_DASTool_bins_12,SLG1207
k141_217152:9760-9777-9938-9955,12,8,0.4,6,5,0.45,SLG1207_DASTool_bins_18,SLG1155.555
k141_217152:9760-9777-9938-9955,12,36,0.75,9,24,0.73,SLG1207_DASTool_bins_18,SLG658
k141_217152:9760-9777-9938-9955,2,8,0.8,2,4,0.67,SLG1207_DASTool_bins_18,SLG1120
k141_217152:9760-9777-9938-9955,24,8,0.25,15,5,0.25,SLG1207_DASTool_bins_18,SLG1207
k141_217152:9760-9777-9938-9955,26,30,0.54,15,15,0.5,SLG1207_DASTool_bins_18,SLG1206
k141_217152:9760-9777-9938-9955,162,26,0.14,95,13,0.12,SLG1207_DASTool_bins_18,SLG656
k141_217152:9760-9777-9938-9955,34,46,0.57,23,29,0.56,SLG1207_DASTool_bins_18,SLG192
k141_217152:9760-9777-9938-9955,2,10,0.83,1,5,0.83,SLG1207_DASTool_bins_18,SLG1172
k141_217152:9760-9777-9938-9955,6,12,0.67,2,10,0.83,SLG1207_DASTool_bins_18,SLG1205
k141_217152:9760-9777-9938-9955,8,8,0.5,4,6,0.6,SLG1207_DASTool_bins_18,SLG618
k141_217152:9760-9777-9938-9955,2,20,0.91,1,13,0.93,SLG1207_DASTool_bins_18,SLG1102
k141_217152:9760-9777-9938-9955,58,20,0.26,32,12,0.27,SLG1207_DASTool_bins_18,SLG1208
k141_217152:9760-9777-9938-9955,40,38,0.49,24,20,0.45,SLG1207_DASTool_bins_18,SLG530
k141_217152:9760-9777-9938-9955,56,38,0.4,29,22,0.43,SLG1207_DASTool_bins_18,SLG1214
k141_217152:9760-9777-9938-9955,0,8,1.0,0,7,1.0,SLG1207_DASTool_bins_18,SLG711
k141_217152:9760-9777-9938-9955,12,34,0.74,7,30,0.81,SLG1207_DASTool_bins_18,SLG613
k141_217152:9760-9777-9938-9955,38,48,0.56,29,23,0.44,SLG1207_DASTool_bins_18,SLG1173
k141_217152:9760-9777-9938-9955,20,12,0.38,12,6,0.33,SLG1207_DASTool_bins_18,SLG991
k141_217152:9760-9777-9938-9955,44,76,0.63,26,44,0.63,SLG1207_DASTool_bins_18,SLG887
k141_217152:9760-9777-9938-9955,24,6,0.2,14,4,0.22,SLG1207_DASTool_bins_18,SLG655
k141_217152:9760-9777-9938-9955,16,38,0.7,7,24,0.77,SLG1207_DASTool_bins_18,SLG709
k141_217152:9760-9777-9938-9955,30,40,0.57,17,29,0.63,SLG1207_DASTool_bins_18,SLG1133
k141_217152:9760-9777-9938-9955,138,48,0.26,87,22,0.2,SLG1207_DASTool_bins_18,SLG594
k141_217152:9760-9777-9938-9955,78,30,0.28,41,17,0.29,SLG1207_DASTool_bins_18,SLG1121
k141_217152:9760-9777-9938-9955,6,8,0.57,2,5,0.71,SLG1207_DASTool_bins_18,SLG1171
k141_217152:9760-9777-9938-9955,12,34,0.74,7,20,0.74,SLG1207_DASTool_bins_18,SLG654
k141_217152:9760-9777-9938-9955,16,22,0.58,13,15,0.54,SLG1207_DASTool_bins_18,SLG1103
k141_217152:9760-9777-9938-9955,16,44,0.73,10,21,0.68,SLG1207_DASTool_bins_18,SLG1104
k141_217152:9760-9777-9938-9955,26,36,0.58,14,23,0.62,SLG1207_DASTool_bins_18,SLG595
k141_217152:9760-9777-9938-9955,42,16,0.28,25,10,0.29,SLG1207_DASTool_bins_18,SLG328B
k141_217152:9760-9777-9938-9955,42,52,0.55,19,29,0.6,SLG1207_DASTool_bins_18,SLG1156
k141_217152:9760-9777-9938-9955,18,28,0.61,11,13,0.54,SLG1207_DASTool_bins_18,SLG596
k141_217152:9760-9777-9938-9955,16,24,0.6,8,14,0.64,SLG1207_DASTool_bins_18,SLG657
