MAG_ID	Species
MGYG000001656	Collinsella sp900543515
MGYG000001657	RC9 sp900760425
MGYG000001658	SFFH01 sp900548125
MGYG000001659	Paraprevotella sp900760455
MGYG000001660	HGM11788 sp900760465
MGYG000001661	Bacteroides gallinarum
MGYG000001662	CAG-451 sp900760545
MGYG000001663	Alistipes sp900760675
MGYG000001664	CAG-485 sp900760735
MGYG000001665	UMGS1322 sp900550765
MGYG000001668	UBA1259 sp900760875
MGYG000001669	UBA7642 sp900539865
MGYG000001671	HGM11507 sp900761005
MGYG000001672	UMGS995 sp900547465
MGYG000001673	UMGS1537 sp900552695
MGYG000001674	UMGS1795 sp900761165
MGYG000001675	UBA1685 sp900546845
MGYG000001676	RUG705 sp900759875
MGYG000001677	CAG-452 sp000434035
MGYG000001680	UBA10677 sp900553005
MGYG000001681	Ruminococcus sp900761275
MGYG000001682	Paramuribaculum sp900760855
MGYG000001684	DONG20-135 sp009831105
MGYG000001686	DNF00809 sp900604965
MGYG000001687	CAG-317 sp000433535
MGYG000001688	Hungatella_A hathewayi_A
MGYG000001689	Blautia coccoides
MGYG000001690	Ruminococcus_G gauvreauii
MGYG000001691	Aeromonas veronii_A
MGYG000001692	Aeromonas dhakensis
MGYG000001693	Halorubrum lipolyticum
MGYG000001694	Enterococcus faecalis
MGYG000001695	Megasphaera massiliensis
MGYG000001696	Enterococcus_A raffinosus
MGYG000001697	Erysipelatoclostridium saccharogumia
MGYG000001698	Marvinbryantia formatexigens
MGYG000001699	Clostridium_J ihumii
MGYG000001700	Citrobacter_A sedlakii
MGYG000001701	Corynebacterium afermentans
MGYG000001702	Virgibacillus picturae
MGYG000001703	Vibrio fluvialis
MGYG000001704	Blautia hansenii
MGYG000001705	Citrobacter portucalensis
MGYG000001706	Campylobacter_A curvus
MGYG000001707	Coprococcus sp000154245
MGYG000001708	Providencia rustigianii
MGYG000001709	Collinsella stercoris
MGYG000001710	Extibacter hylemonae
MGYG000001711	Holdemanella biformis
MGYG000001712	Bacillus_A thuringiensis_S
MGYG000001713	Vibrio furnissii
MGYG000001714	Coprococcus_A catus
MGYG000001715	Collinsella sp900752475
MGYG000001718	Collinsella sp900752545
MGYG000001720	Prevotella sp002350355
MGYG000001723	UBA5446 sp004553625
MGYG000001725	Massilimaliae sp900752435
MGYG000001726	Collinsella sp900752425
MGYG000001728	UBA1390 sp002305315
MGYG000001729	CAG-145 sp900545135
MGYG000001731	Collinsella sp900751665
MGYG000001732	HGM11530 sp900751685
MGYG000001733	CAG-83 sp900550615
MGYG000001737	Eubacterium_R sp000434995
MGYG000001738	Duncaniella sp001701225
MGYG000001740	UMGS1519 sp900552585
MGYG000001741	Collinsella sp900549555
MGYG000001742	Dysosmobacter sp900752075
MGYG000001744	Collinsella sp900752015
MGYG000001745	Coprococcus sp900548215
MGYG000001746	CAG-273 sp900752095
MGYG000001747	UMGS743 sp900545085
MGYG000001748	CAG-56 sp900762665
MGYG000001749	Hydrogeniiclostridium sp900752115
MGYG000001750	Phocaeicola ilei
MGYG000001752	CAG-1000 sp000436975
MGYG000001753	Collinsella sp900752215
MGYG000001754	CAG-110 sp900752285
MGYG000001756	UBA1394 sp900538575
MGYG000001757	Ruminococcus sp900540005
MGYG000001760	UBA1417 sp900549945
MGYG000001762	Anaeroglobus geminatus
MGYG000001763	Prevotella sp000434975
MGYG000001764	UBA1206 sp000433115
MGYG000001765	CAG-448 sp000433415
MGYG000001766	UMGS1976 sp900556765
MGYG000001767	RC9 sp000432655
MGYG000001769	CAG-488 sp000434915
MGYG000001770	Prevotella sp900313215
MGYG000001771	CAG-617 sp000438115
MGYG000001772	CAG-831 sp900550465
MGYG000001773	CAG-475 sp900550855
MGYG000001774	CAG-831 sp000432775
MGYG000001776	UBA3789 sp900543055
MGYG000001777	Eubacterium_F sp000434115
MGYG000001779	UMGS1851 sp900555605
MGYG000001781	Acutalibacter sp000432995
MGYG000001782	Zag1 sp900555175
MGYG000001783	Phocaeicola sp900551065
MGYG000001784	Mailhella sp003150275
MGYG000001785	UMGS1109 sp900548675
MGYG000001786	UBA11517 sp900557645
MGYG000001787	Phocaeicola sp900551645
MGYG000001789	Phocaeicola sp002161565
MGYG000001790	Phascolarctobacterium_A sp900553055
MGYG000001793	CAG-632 sp002406015
MGYG000001795	Amulumruptor caecigallinarius
MGYG000001797	CAG-590 sp900548855
MGYG000001798	Ruminococcus_D sp900752625
MGYG000001802	Megasphaera sp900548635
MGYG000001803	RC9 sp900546925
MGYG000001806	Prevotella sp900553965
MGYG000001810	Mediterraneibacter sp002314255
MGYG000001814	COE1 sp900753305
MGYG000001815	CAG-1427 sp900753095
MGYG000001816	CACZQA01 sp902783175
MGYG000001819	CAG-145 sp900540145
MGYG000001820	Anaerotignum lactatifermentans
MGYG000001823	UMGS1603 sp900553265
MGYG000001824	CAG-83 sp900551355
MGYG000001827	UMGS929 sp900546875
MGYG000001828	UBA4951 sp900542595
MGYG000001831	TF01-11 sp000436755
MGYG000001835	Phocaeicola sp000432735
MGYG000001836	CAG-475 sp900551145
MGYG000001838	Zag1 sp000438175
MGYG000001842	Collinsella sp900758375
MGYG000001846	CAG-1435 sp900769665
MGYG000001848	Eubacterium_F sp000433735
MGYG000001855	CAG-632 sp000431515
MGYG000001860	UMGS172 sp900539855
MGYG000001865	UBA1409 sp002491605
MGYG000001866	Prevotella sp003447235
MGYG000001867	CAG-873 sp900555715
MGYG000001869	HGM12619 sp900753195
MGYG000001874	QAMI01 sp900554095
MGYG000001876	Acetatifactor sp900760705
MGYG000001878	Parabacteroides sp900548175
MGYG000001881	Akkermansia muciniphila_A
MGYG000001883	UMGS1781 sp900555075
MGYG000001884	UBA1829 sp900760615
MGYG000001887	Ruminiclostridium_E sp003512525
MGYG000001889	QALW01 sp900547955
MGYG000001893	CAG-145 sp900542565
MGYG000001895	Zag111 sp900555325
MGYG000001896	UMGS1840 sp900555525
MGYG000001898	Parabacteroides sp900552415
MGYG000001901	CAG-557 sp000435275
MGYG000001908	Ruminococcus_D sp900543145
MGYG000001909	QAKW01 sp003343605
MGYG000001910	Duncaniella dubosii
MGYG000001911	Desulfovibrio sp002159665
MGYG000001912	UMGS1839 sp900555545
MGYG000001913	UMGS731 sp900544985
MGYG000001918	Prevotellamassilia sp900541575
MGYG000001919	F23-B02 sp002472405
MGYG000001920	Phocaeicola sp900546355
MGYG000001922	CAG-465 sp000433135
MGYG000001923	Parasutterella sp009767915
MGYG000001924	Zag1 sp900752845
MGYG000001925	Phocaeicola sp900544675
MGYG000001926	CAG-776 sp900549285
MGYG000001927	Prevotella sp900547005
MGYG000001928	UMGS75 sp900752975
MGYG000001929	Paramuribaculum sp900752995
MGYG000001930	CAG-475 sp900548005
MGYG000001931	CAG-279 sp900548875
MGYG000001932	UMGS1975 sp900751745
MGYG000001933	Prevotella sp900544495
MGYG000001934	UMGS1002 sp900547565
MGYG000001936	UBA5905 sp002437905
MGYG000001937	UBA7173 sp001701135
MGYG000001938	CAG-873 sp001701165
MGYG000001939	UBA10281 sp900767815
MGYG000001940	Ruminococcus sp002438605
MGYG000001941	UMGS687 sp900545735
MGYG000001942	CAG-269 sp900753165
MGYG000001944	Selenomonas_C sp002351185
MGYG000001945	UMGS687 sp900544595
MGYG000001946	CAG-611 sp000434175
MGYG000001947	UBA1777 sp900549545
MGYG000001948	Muribaculum sp002492595
MGYG000001949	Dysosmobacter sp900551885
MGYG000001950	Gastranaerophilus phascolarctosicola
MGYG000001951	CAG-873 sp900548975
MGYG000001955	Frisingicoccus sp900549105
MGYG000001956	Eubacterium_R sp900543795
MGYG000001957	UMGS268 sp900540705
MGYG000001959	UBA3631 sp900546275
MGYG000001960	QAMI01 sp900551915
MGYG000001961	Frisingicoccus sp900753685
MGYG000001962	CAG-877 sp900554315
MGYG000001963	Phocaeicola sp000434735
MGYG000001964	Acetatifactor sp900772845
MGYG000001965	CAG-510 sp900550475
MGYG000001966	UMGS1908 sp900556185
MGYG000001967	CAG-492 sp900557045
MGYG000001970	UBA2882 sp002362385
MGYG000001971	Enterocloster sp900753815
MGYG000001972	Prevotella sp900315955
MGYG000001973	CAG-349 sp001940895
MGYG000001974	51-20 sp900542055
MGYG000001975	Prevotella sp900552515
MGYG000001976	Sutterella seckii_A
MGYG000001978	SFEB01 sp004558105
MGYG000001980	Phascolarctobacterium sp900554395
MGYG000001981	CAG-617 sp000431275
MGYG000001982	Collinsella sp900754075
MGYG000001983	Dysosmobacter sp000436875
MGYG000001984	UBA737 sp900754145
MGYG000001985	CAG-495 sp900540425
MGYG000001986	Collinsella sp900547855
MGYG000001987	UMGS363 sp900543105
MGYG000001988	Marvinbryantia sp900550755
MGYG000001989	CAG-269 sp900754285
MGYG000001991	CAG-273 sp900752335
MGYG000001992	Collinsella sp900754525
MGYG000001993	Collinsella sp900754275
MGYG000001995	Parabacteroides sp900541965
MGYG000001998	Lachnospira sp900552795
MGYG000002001	CAG-177 sp000431775
MGYG000002002	CAG-460 sp900551525
MGYG000002004	UCG-010 sp900754535
MGYG000002006	Lawsonibacter sp900754605
MGYG000002007	Alistipes dispar
MGYG000002008	CAG-115 sp003516865
MGYG000002009	UMGS1688 sp900754695
MGYG000002011	HGM11575 sp900754775
MGYG000002013	Collinsella sp900754745
MGYG000002014	Merdibacter sp900754715
MGYG000002015	Porphyromonas endodontalis
MGYG000002016	UBA5394 sp003150565
MGYG000002018	Anaerobutyricum sp900754855
MGYG000002019	Eubacterium_R sp000431535
MGYG000002020	Collinsella sp900544225
MGYG000002021	51-20 sp001917175
MGYG000002022	Centipeda artemidis
MGYG000002023	CAAEEV01 sp900754955
MGYG000002024	CAG-877 sp900554305
MGYG000002026	HGM13010 sp900754965
MGYG000002027	HGM11377 sp900755035
MGYG000002028	Collinsella sp900755005
MGYG000002029	Anaerosacchariphilus sp014290175
MGYG000002030	UBA3210 sp900755065
MGYG000002031	UBA5905 sp900549155
MGYG000002033	Parabacteroides massiliensis
MGYG000002034	CAG-170 sp900553545
MGYG000002036	UBA738 sp900763675
MGYG000002039	UMGS966 sp900761965
MGYG000002040	Faecalibacterium sp900758465
MGYG000002042	CAG-110 sp900762935
MGYG000002043	Collinsella sp900757235
MGYG000002044	Fructilactobacillus sanfranciscensis
MGYG000002047	UMGS902 sp003343845
MGYG000002048	Collinsella sp002232035
MGYG000002049	CAG-485 sp900556595
MGYG000002050	Collinsella sp900756725
MGYG000002051	Prevotella sp900546345
MGYG000002054	Collinsella sp900542325
MGYG000002056	CAG-115 sp000432175
MGYG000002057	Dysosmobacter sp001916835
MGYG000002059	Gemmiger sp900554145
MGYG000002060	CAG-110 sp003525905
MGYG000002061	QAMX01 sp004555605
MGYG000002065	Collinsella sp002232035
MGYG000002072	SFFH01 sp900542395
MGYG000002074	QAMH01 sp900556425
MGYG000002078	Collinsella sp900541145
MGYG000002079	Succiniclasticum sp900315805
MGYG000002080	Prevotella sp900544825
MGYG000002082	Alistipes sp900544265
MGYG000002083	Collinsella sp002232035
MGYG000002087	Collinsella sp900545445
MGYG000002091	UBA4644 sp900763355
MGYG000002093	UBA5905 sp900763035
MGYG000002096	NSJ-63 sp014384805
MGYG000002097	Firm-11 sp900553905
MGYG000002101	Sutterella seckii_A
MGYG000002102	Angelakisella sp900552845
MGYG000002103	Lawsonibacter sp900550705
MGYG000002104	Olsenella_E sp003150175
MGYG000002105	SFJ001 sp004555865
MGYG000002106	Parolsenella sp900552935
MGYG000002108	Prevotella sp900290275
MGYG000002109	UBA1232 sp900544815
MGYG000002110	Collinsella sp900549085
MGYG000002111	Collinsella sp900541015
MGYG000002113	Anaerovibrio sp900548165
MGYG000002114	Dysosmobacter sp900763685
MGYG000002116	ER4 sp900763705
MGYG000002117	Collinsella sp900556365
MGYG000002119	Neisseria elongata
MGYG000002120	Porphyromonas pasteri
MGYG000002121	Acidaminococcus sp000437815
MGYG000002123	UMGS1696 sp900763885
MGYG000002124	CAG-110 sp900763965
MGYG000002125	UMGS1795 sp900555125
MGYG000002126	UBA1390 sp900764045
MGYG000002128	UBA5905 sp900764115
MGYG000002129	Negativibacillus sp900547015
MGYG000002131	CAG-882 sp900545455
MGYG000002132	Monoglobus sp900542675
MGYG000002133	Prevotella sp000436915
MGYG000002134	Mailhella sp900541395
MGYG000002135	Anaeromassilibacillus sp002159845
MGYG000002136	UC5-1-2E3 sp001304875
MGYG000002137	Collinsella sp900556205
MGYG000002138	Agathobaculum sp900555465
MGYG000002139	CAG-877 sp900552495
MGYG000002140	CAG-510 sp900551115
MGYG000002141	CAG-95 sp900554925
MGYG000002142	Collinsella sp900545445
MGYG000002143	CAG-83 sp900545585
MGYG000002144	CAG-83 sp900551995
MGYG000002145	Lachnoclostridium_B phocaeensis
MGYG000002146	CAG-145 sp900542295
MGYG000002147	UMGS1690 sp900554165
MGYG000002149	Blautia sp003287895
MGYG000002152	UBA5446 sp900544295
MGYG000002153	CAG-484 sp000431315
MGYG000002154	UBA5446 sp900546615
MGYG000002155	Ruthenibacterium sp900546885
MGYG000002156	CAG-83 sp900550585
MGYG000002157	Amulumruptor sp001689515
MGYG000002158	Desulfovibrio desulfuricans_A
MGYG000002159	UMGS403 sp900540865
MGYG000002160	Methanomassiliicoccus_A intestinalis
MGYG000002161	Methanomassiliicoccus luminyensis
MGYG000002162	Methanobrevibacter_A oralis
MGYG000002163	Methanobrevibacter_A smithii
MGYG000002164	Methanosphaera stadtmanae
MGYG000002165	Zag1 sp900551675
MGYG000002166	CAG-433 sp000433675
MGYG000002167	UMGS1572 sp900553045
MGYG000002168	Prevotella sp900556825
MGYG000002169	CAG-1435 sp000433775
MGYG000002171	Phocaeicola sp002493165
MGYG000002172	UMGS2069 sp900557585
MGYG000002173	CAG-917 sp000437555
MGYG000002174	CAG-475 sp900549225
MGYG000002175	CAG-533 sp000434495
MGYG000002177	UMGS1901 sp900553755
MGYG000002180	CAG-492 sp900553225
MGYG000002181	Paramuribaculum sp000431155
MGYG000002183	Collinsella sp900754445
MGYG000002184	Collinsella sp900553165
MGYG000002185	UMGS1688 sp900554085
MGYG000002186	Ruminococcus_A sp000432335
MGYG000002187	Collinsella sp000434535
MGYG000002190	Clostridium sp001916075
MGYG000002191	CAG-313 sp000433035
MGYG000002192	Acutalibacter sp900543305
MGYG000002193	QANA01 sp900554725
MGYG000002194	UMGS403 sp900540275
MGYG000002195	Emergencia sp900551775
MGYG000002196	UBA1691 sp900552985
MGYG000002197	Parvimonas sp001553085
MGYG000002199	UBA11940 sp900549005
MGYG000002200	CAG-822 sp000432855
MGYG000002202	Massilistercora timonensis
MGYG000002205	Porphyromonas sp900546675
MGYG000002208	RUG705 sp900551455
MGYG000002218	Parabacteroides sp000436495
MGYG000002220	UBA3375 sp900551955
MGYG000002222	Dialister sp900543455
MGYG000002224	Faecalibacterium sp900540455
MGYG000002225	CAG-873 sp900554265
MGYG000002226	CAG-81 sp900556965
MGYG000002227	Eubacterium_R sp900546785
MGYG000002228	UBA1691 sp900544715
MGYG000002230	Ruminococcus sp900545125
MGYG000002231	Collinsella sp900545615
MGYG000002232	Eubacterium_R sp900539845
MGYG000002233	Acutalibacter sp900543555
MGYG000002234	Bariatricus sp900554415
MGYG000002235	Zag111 sp004558955
MGYG000002236	UBA6984 sp900550295
MGYG000002237	UMGS1649 sp900553785
MGYG000002238	CAG-110 sp900546415
MGYG000002239	UMGS1613 sp900553395
MGYG000002240	UBA11963 sp900552975
MGYG000002241	UMGS1901 sp900556135
MGYG000002242	Treponema_D succinifaciens
MGYG000002244	Rs-D84 sp900546225
MGYG000002246	UBA6857 sp900555805
MGYG000002247	Acetatifactor sp900771995
MGYG000002248	UBA5026 sp900552335
MGYG000002250	CAG-110 sp900554705
MGYG000002251	RQCD01 sp008668455
MGYG000002253	CAG-533 sp900551105
MGYG000002254	CAG-110 sp900556935
MGYG000002257	UBA737 sp900547305
MGYG000002258	UBA1081 sp900543395
MGYG000002259	CAG-302 sp900549325
MGYG000002260	Eubacterium_R sp900540235
MGYG000002261	CAG-841 sp002479075
MGYG000002262	Eubacterium_R sp900548085
MGYG000002263	Ruminococcus_E sp900543095
MGYG000002264	UMGS363 sp900550695
MGYG000002265	UMGS1217 sp900549625
MGYG000002266	UMGS1864 sp900555835
MGYG000002267	Eisenbergiella sp003478085
MGYG000002268	Clostridium_AQ sp003481775
MGYG000002269	Anaerococcus nagyae
MGYG000002270	Enterococcus_A avium
MGYG000002271	GCA-900066135 sp900066135
MGYG000002272	Faecalibacterium prausnitzii_D
MGYG000002273	Bacteroides stercorirosoris
MGYG000002274	Faecalibacterium prausnitzii_I
MGYG000002275	Paraprevotella sp003477995
MGYG000002276	OF09-33XD sp003481995
MGYG000002277	Marvinbryantia sp900066075
MGYG000002278	Eubacterium_I ramulus_A
MGYG000002279	Dorea_A longicatena_B
MGYG000002280	UBA9502 sp003481825
MGYG000002281	Bacteroides faecis
MGYG000002282	Parabacteroides gordonii
MGYG000002283	Bacillus_A paranthracis
MGYG000002284	Megamonas funiformis
MGYG000002285	CAG-95 sp900066375
MGYG000002286	Blautia stercoris
MGYG000002287	Agathobaculum sp003481705
MGYG000002288	Bacillus_A luti
MGYG000002289	Coprococcus sp000433075
MGYG000002290	Sellimonas sp002161525
MGYG000002291	OM05-12 sp003438995
MGYG000002292	TF01-11 sp003529475
MGYG000002293	Prevotella sp900557255
MGYG000002294	Collinsella sp002232035
MGYG000002295	Ruminococcus_C callidus
MGYG000002296	Streptococcus koreensis
MGYG000002297	TF01-11 sp001916135
MGYG000002298	Blautia_A sp000436615
MGYG000002299	Vagococcus sp003462485
MGYG000002300	Bacteroides cutis
MGYG000002301	Staphylococcus warneri
MGYG000002302	Streptococcus vestibularis
MGYG000002303	Ruminococcus_E sp003438075
MGYG000002304	UBA7182 sp003481535
MGYG000002305	Leminorella grimontii
MGYG000002306	Mycobacterium avium
MGYG000002307	Campylobacter hyointestinalis
MGYG000002308	Campylobacter lanienae
MGYG000002309	Kurthia senegalensis
MGYG000002310	Microvirga massiliensis
MGYG000002311	Vibrio cholerae
MGYG000002312	Blautia_A sp000285855
MGYG000002313	Lactobacillus mulieris
MGYG000002314	Brevibacillus_C massiliensis
MGYG000002315	Anaerococcus vaginalis_B
MGYG000002316	Anaerococcus obesiensis
MGYG000002317	Peptoniphilus_A grossensis
MGYG000002318	Kallipyga massiliensis
MGYG000002319	Limosilactobacillus mucosae
MGYG000002320	Enterococcus_B lactis
MGYG000002321	Ruminococcus_D bicirculans
MGYG000002322	Escherichia marmotae
MGYG000002323	Escherichia sp000208585
MGYG000002324	Ligilactobacillus salivarius
MGYG000002325	Listeria monocytogenes_B
MGYG000002326	Alkalihalobacillus alcalophilus
MGYG000002327	Dysosmobacter welbionis
MGYG000002328	Enterocloster asparagiformis
MGYG000002329	Dielma sp001305055
MGYG000002330	Eisenbergiella tayi
MGYG000002331	Vibrio parahaemolyticus
MGYG000002332	Campylobacter_D coli_A
MGYG000002333	Campylobacter_D coli_B
MGYG000002334	Bifidobacterium thermophilum
MGYG000002335	Yersinia enterocolitica
MGYG000002336	Megasphaera sp000417505
MGYG000002337	Staphylococcus aureus
MGYG000002338	Staphylococcus haemolyticus
MGYG000002339	Lacticaseibacillus saniviri
MGYG000002340	Intestinimonas butyriciproducens
MGYG000002341	Acinetobacter ursingii
MGYG000002342	Acinetobacter variabilis
MGYG000002343	Acinetobacter courvalinii
MGYG000002344	Acinetobacter baumannii
MGYG000002345	Acinetobacter nosocomialis
MGYG000002346	Acinetobacter pittii
MGYG000002347	Streptococcus anginosus_C
MGYG000002348	Lactobacillus crispatus
MGYG000002349	Streptococcus agalactiae
MGYG000002350	Serratia marcescens_I
MGYG000002351	Klebsiella_A michiganensis
MGYG000002352	Gordonibacter urolithinfaciens
MGYG000002353	Enterococcus_B faecium
MGYG000002354	Moellerella wisconsensis
MGYG000002355	Clostridium_F botulinum
MGYG000002356	Bacillus_A wiedmannii
MGYG000002357	Bacillus licheniformis
MGYG000002358	Pelistega indica
MGYG000002359	Mycobacterium tuberculosis
MGYG000002360	Lactobacillus hominis
MGYG000002361	Lentilactobacillus senioris
MGYG000002362	Fusobacterium_C necrophorum
MGYG000002363	Raoultella ornithinolytica
MGYG000002364	Aliarcobacter butzleri
MGYG000002365	Bifidobacterium globosum
MGYG000002366	Salmonella enterica
MGYG000002367	Pediococcus pentosaceus
MGYG000002368	Vibrio metoecus
MGYG000002369	Clostridioides difficile
MGYG000002370	Clostridioides difficile_A
MGYG000002371	Tidjanibacter inops_A
MGYG000002372	Clostridium_P perfringens
MGYG000002373	Clostridium septicum
MGYG000002374	Campylobacter testudinum
MGYG000002375	Clostridium_G tetani
MGYG000002376	Lachnoclostridium_B sp000765215
MGYG000002377	Clostridium_X cadaveris
MGYG000002378	Akkermansia sp001580195
MGYG000002379	Lactobacillus acidophilus
MGYG000002380	Levilactobacillus brevis
MGYG000002381	Stenotrophomonas bentonitica_A
MGYG000002382	Stenotrophomonas maltophilia_AK
MGYG000002383	Lacticaseibacillus zeae
MGYG000002384	Lactobacillus helveticus
MGYG000002385	Leminorella richardii
MGYG000002386	Lactiplantibacillus plantarum
MGYG000002387	Lactobacillus paragasseri
MGYG000002388	Lacticaseibacillus paracasei
MGYG000002389	Latilactobacillus sakei
MGYG000002390	Ligilactobacillus agilis
MGYG000002391	Oceanobacillus caeni
MGYG000002392	Listeria monocytogenes
MGYG000002393	Merdimonas faecis
MGYG000002394	Prevotella rara
MGYG000002395	Bifidobacterium adolescentis
MGYG000002396	Bifidobacterium bifidum
MGYG000002397	Bifidobacterium angulatum
MGYG000002398	Laribacter hongkongensis
MGYG000002399	Staphylococcus hominis
MGYG000002400	Staphylococcus lugdunensis
MGYG000002401	Propionibacterium freudenreichii
MGYG000002402	Clostridium_H massiliodielmoense
MGYG000002403	Robinsoniella peoriensis
MGYG000002404	Bacillus_BE massilionigeriensis
MGYG000002405	Olsenella_E timonensis
MGYG000002406	Corynebacterium pacaense
MGYG000002407	Cohnella sp900169535
MGYG000002408	Bacillus_BD tuaregi
MGYG000002409	Gordonibacter massiliensis
MGYG000002410	Harryflintia acetispora
MGYG000002411	Christensenella sp001678845
MGYG000002412	Prevotellamassilia timonensis
MGYG000002413	Arabia massiliensis
MGYG000002414	Paenibacillus odorifer
MGYG000002415	Proteus sp001722135
MGYG000002416	Hydrogeniiclostridium mannosilyticum
MGYG000002417	Lachnoclostridium_A edouardi
MGYG000002418	Parabacteroides chinchillae
MGYG000002419	Phoenicibacter congonensis
MGYG000002420	Clostridium_E merdae
MGYG000002421	CABMKH01 sp902386935
MGYG000002422	Campylobacter_D jejuni
MGYG000002423	Pantoea septica
MGYG000002424	Monoglobus pectinilyticus
MGYG000002425	Campylobacter_A concisus_K
MGYG000002426	Campylobacter_A concisus_B
MGYG000002427	Campylobacter_A concisus_E
MGYG000002428	Campylobacter_A concisus_W
MGYG000002429	Campylobacter_A concisus_I
MGYG000002430	Campylobacter_A concisus_L
MGYG000002431	Campylobacter_A concisus_I
MGYG000002432	Campylobacter_A concisus_F
MGYG000002433	Campylobacter_A concisus_P
MGYG000002434	Campylobacter_A concisus_G
MGYG000002435	Campylobacter_A concisus
MGYG000002436	Pigmentiphaga sp002188635
MGYG000002437	Blautia hominis
MGYG000002438	Parabacteroides distasonis
MGYG000002439	CHH4-2 sp002899675
MGYG000002440	Enteroscipio rubneri
MGYG000002441	Rubneribacter badeniensis
MGYG000002442	Gordonibacter sp003339845
MGYG000002443	Helicobacter_B sp001854545
MGYG000002444	Faecalibacillus faecis
MGYG000002445	Clostridium_Q sp003024715
MGYG000002446	Methanobrevibacter_A smithii_A
MGYG000002447	Mesosutterella multiformis
MGYG000002448	Evtepia gabavorous
MGYG000002449	Parabacteroides acidifaciens
MGYG000002450	Olsenella_E sp003609875
MGYG000002451	Paraeggerthella hongkongensis_A
MGYG000002452	Akkermansia muciniphila_C
MGYG000002453	Akkermansia muciniphila_B
MGYG000002454	Akkermansia muciniphila
MGYG000002455	Bacteroides cellulosilyticus
MGYG000002456	Methanomethylophilus alvus
MGYG000002457	Kurthia sp002418445
MGYG000002458	Yersinia aleksiciae
MGYG000002459	Bifidobacterium animalis
MGYG000002460	Cronobacter sakazakii
MGYG000002461	Yersinia kristensenii
MGYG000002462	Yersinia kristensenii_B
MGYG000002463	Pseudomonas aeruginosa
MGYG000002464	Acetivibrio_A ethanolgignens
MGYG000002465	Yersinia massiliensis
MGYG000002466	Yersinia frederiksenii
MGYG000002467	Yersinia frederiksenii_C
MGYG000002468	Enterococcus caccae
MGYG000002469	Bifidobacterium breve
MGYG000002470	Bacteroides intestinalis
MGYG000002471	Yersinia mollaretii
MGYG000002472	Lentilactobacillus kefiri
MGYG000002473	Victivallis vadensis
MGYG000002474	Rahnella variigena
MGYG000002475	Lactonifactor longoviformis
MGYG000002476	Yersinia pestis
MGYG000002477	Citrobacter_A amalonaticus
MGYG000002478	Phocaeicola dorei
MGYG000002479	Campylobacter_B hominis
MGYG000002480	Adlercreutzia celatus_A
MGYG000002481	Stenotrophomonas maltophilia_F
MGYG000002482	Ruminococcus_E bromii
MGYG000002483	Clostridium_Q saccharolyticum_A
MGYG000002484	Cronobacter malonaticus
MGYG000002485	Fusobacterium_A mortiferum
MGYG000002486	Fusobacterium_A varium
MGYG000002487	Gordonibacter pamelaeae
MGYG000002488	Proteus penneri
MGYG000002489	Neisseria gonorrhoeae
MGYG000002490	Paenibacillus_B thiaminolyticus
MGYG000002491	Kluyvera ascorbata_B
MGYG000002492	Agathobacter rectalis
MGYG000002493	Enterococcus_B pernyi
MGYG000002494	Citrobacter_B koseri
MGYG000002495	Citrobacter europaeus
MGYG000002496	Salmonella bongori
MGYG000002497	Klebsiella aerogenes
MGYG000002498	Enterobacter sichuanensis
MGYG000002499	Enterobacter roggenkampii
MGYG000002500	Enterobacter cloacae
MGYG000002501	Enterobacter cloacae_K
MGYG000002502	Enterobacter chengduensis
MGYG000002503	Enterobacter ludwigii
MGYG000002504	Enterobacter hormaechei_A
MGYG000002505	Oxalobacter formigenes_B
MGYG000002506	Escherichia coli_D
MGYG000002507	Escherichia albertii
MGYG000002508	Hafnia alvei
MGYG000002509	Slackia_A isoflavoniconvertens
MGYG000002510	Klebsiella quasipneumoniae
MGYG000002511	Klebsiella variicola
MGYG000002512	Morganella morganii
MGYG000002513	Morganella morganii_A
MGYG000002514	Proteus mirabilis
MGYG000002515	Escherichia fergusonii
MGYG000002516	Proteus vulgaris
MGYG000002517	Roseburia hominis
MGYG000002518	Serratia surfactantfaciens
MGYG000002519	Enterobacter asburiae_B
MGYG000002520	Pluralibacter gergoviae
MGYG000002521	Phytobacter ursingii
MGYG000002522	Lachnoanaerobaculum umeaense
MGYG000002523	Christensenella minuta
MGYG000002524	Yersinia bercovieri
MGYG000002525	Yersinia intermedia
MGYG000002526	Aeromonas hydrophila
MGYG000002527	Aeromonas caviae
MGYG000002528	Anaerostipes hadrus
MGYG000002529	Aeromonas veronii
MGYG000002530	Ruminiclostridium_E siraeum
MGYG000002531	Pseudobutyrivibrio fibrisolvens_A
MGYG000002532	Enterovibrio hollisae
MGYG000002533	Vibrio vulnificus
MGYG000002534	Citrobacter_A farmeri
MGYG000002535	Citrobacter gillenii
MGYG000002536	Plesiomonas shigelloides
MGYG000002537	Kocuria rhizophila
MGYG000002538	Klebsiella pneumoniae
MGYG000002539	Collinsella aerofaciens_A
MGYG000002540	Paraprevotella clara
MGYG000002541	Cardiobacterium valvarum
MGYG000002542	Lentilactobacillus parafarraginis
MGYG000002543	Campylobacter_B ureolyticus
MGYG000002544	Eggerthella lenta
MGYG000002545	Faecalibacterium prausnitzii_G
MGYG000002546	Neobittarella massiliensis
MGYG000002547	Megasphaera elsdenii
MGYG000002548	Staphylococcus argenteus
