	ID	inverton_number	group
1891	MGYG000002011	978	3
1892	MGYG000002013	978	3
1893	MGYG000002014	1001	3
1894	MGYG000002016	977	3
1895	MGYG000002017	490	1
1896	MGYG000002018	685	2
1897	MGYG000002019	734	2
1898	MGYG000002020	992	3
1899	MGYG000002021	845	3
1900	MGYG000002022	993	3
1901	MGYG000002023	1191	4
1902	MGYG000002024	556	1
1903	MGYG000002025	907	3
1904	MGYG000002026	603	1
1905	MGYG000002027	506	1
1906	MGYG000002028	931	3
1907	MGYG000002029	618	1
1908	MGYG000002030	855	3
1909	MGYG000002031	976	3
1910	MGYG000002032	977	3
1911	MGYG000002033	1302	4
1912	MGYG000002034	908	3
1913	MGYG000002035	844	3
1914	MGYG000002036	727	2
1915	MGYG000002037	865	3
1916	MGYG000002038	1223	4
1917	MGYG000002039	684	2
1918	MGYG000002040	985	3
1919	MGYG000002041	905	3
1920	MGYG000002042	883	3
1921	MGYG000002043	800	2
1922	MGYG000002044	417	1
1923	MGYG000002045	726	2
1924	MGYG000002046	304	1
1925	MGYG000002047	957	3
1926	MGYG000002048	798	2
1927	MGYG000002049	540	1
1928	MGYG000002050	949	3
1929	MGYG000002051	1039	4
1930	MGYG000002052	453	1
1931	MGYG000002053	573	1
1932	MGYG000002054	966	3
1933	MGYG000002055	932	3
1934	MGYG000002056	1009	3
1935	MGYG000002057	776	2
1936	MGYG000002058	897	3
1937	MGYG000002059	851	3
1938	MGYG000002060	1116	4
1939	MGYG000002061	915	3
1940	MGYG000002062	698	2
1941	MGYG000002063	938	3
1942	MGYG000002065	764	2
1943	MGYG000002067	770	2
1944	MGYG000002068	919	3
1945	MGYG000002069	836	3
1946	MGYG000002071	824	2
1947	MGYG000002072	1343	4
1948	MGYG000002073	711	2
1949	MGYG000002074	971	3
1950	MGYG000002076	910	3
1951	MGYG000002077	741	2
1952	MGYG000002078	794	2
1953	MGYG000002079	687	2
1954	MGYG000002080	983	3
1955	MGYG000002082	1249	4
1956	MGYG000002084	636	2
1957	MGYG000002085	1142	4
1958	MGYG000002086	734	2
1959	MGYG000002087	932	3
1960	MGYG000002089	570	1
1961	MGYG000002090	563	1
1962	MGYG000002091	737	2
1963	MGYG000002092	545	1
1964	MGYG000002093	965	3
1965	MGYG000002094	803	2
1966	MGYG000002095	607	1
1967	MGYG000002096	625	2
1968	MGYG000002097	1134	4
1969	MGYG000002098	1106	4
1970	MGYG000002099	1182	4
1971	MGYG000002100	1006	3
1972	MGYG000002101	1249	4
1973	MGYG000002102	712	2
1974	MGYG000002103	690	2
1975	MGYG000002104	1173	4
1976	MGYG000002105	805	2
1977	MGYG000002106	831	3
1978	MGYG000002107	772	2
1979	MGYG000002108	903	3
1980	MGYG000002110	923	3
1981	MGYG000002111	997	3
1982	MGYG000002112	467	1
1983	MGYG000002114	924	3
1984	MGYG000002115	788	2
1985	MGYG000002116	662	2
1986	MGYG000002117	943	3
1987	MGYG000002119	958	3
1988	MGYG000002120	671	2
1989	MGYG000002121	847	3
1990	MGYG000002122	639	2
1991	MGYG000002123	1158	4
1992	MGYG000002124	962	3
1993	MGYG000002125	569	1
1994	MGYG000002126	593	1
1995	MGYG000002127	345	1
1996	MGYG000002128	766	2
1997	MGYG000002129	585	1
1998	MGYG000002130	836	3
1999	MGYG000002131	753	2
2000	MGYG000002132	582	1
2001	MGYG000002133	921	3
2002	MGYG000002134	1105	4
2003	MGYG000002135	855	3
2004	MGYG000002136	1002	3
2005	MGYG000002137	742	2
2006	MGYG000002138	917	3
2007	MGYG000002139	488	1
2008	MGYG000002140	1019	3
2009	MGYG000002141	811	2
2010	MGYG000002142	903	3
2011	MGYG000002143	945	3
2012	MGYG000002144	741	2
2013	MGYG000002145	800	2
2014	MGYG000002146	599	1
2015	MGYG000002147	505	1
2016	MGYG000002148	1515	4
2017	MGYG000002149	1038	4
2018	MGYG000002150	538	1
2019	MGYG000002151	887	3
2020	MGYG000002152	1049	4
2021	MGYG000002153	776	2
2022	MGYG000002154	1065	4
2023	MGYG000002155	1050	4
2024	MGYG000002156	930	3
2025	MGYG000002157	925	3
2026	MGYG000002158	1122	4
2027	MGYG000002159	827	2
2028	MGYG000002160	720	2
2029	MGYG000002161	1184	4
2030	MGYG000002162	719	2
2031	MGYG000002163	644	2
2032	MGYG000002164	565	1
2033	MGYG000002166	379	1
2034	MGYG000002167	352	1
2035	MGYG000002168	1120	4
2036	MGYG000002169	673	2
2037	MGYG000002170	830	3
2038	MGYG000002171	1197	4
2039	MGYG000002172	544	1
2040	MGYG000002173	544	1
2041	MGYG000002174	642	2
2042	MGYG000002175	316	1
2043	MGYG000002176	724	2
2044	MGYG000002177	323	1
2045	MGYG000002178	804	2
2046	MGYG000002179	734	2
2047	MGYG000002180	415	1
2048	MGYG000002181	800	2
2049	MGYG000002182	451	1
2050	MGYG000002183	738	2
2051	MGYG000002184	737	2
2052	MGYG000002185	488	1
2053	MGYG000002186	872	3
2054	MGYG000002187	939	3
2055	MGYG000002188	615	1
2056	MGYG000002189	634	2
2057	MGYG000002190	844	3
2058	MGYG000002191	648	2
2059	MGYG000002192	789	2
2060	MGYG000002193	510	1
2061	MGYG000002194	825	2
2062	MGYG000002195	1408	4
2063	MGYG000002196	890	3
2064	MGYG000002197	431	1
2065	MGYG000002198	884	3
2066	MGYG000002199	530	1
2067	MGYG000002200	413	1
2068	MGYG000002201	481	1
2069	MGYG000002202	727	2
2070	MGYG000002203	1200	4
2071	MGYG000002204	484	1
2072	MGYG000002206	864	3
2073	MGYG000002207	393	1
2074	MGYG000002208	320	1
2075	MGYG000002209	1199	4
2076	MGYG000002210	836	3
2077	MGYG000002212	1149	4
2078	MGYG000002213	878	3
2079	MGYG000002215	1143	4
2080	MGYG000002216	850	3
2081	MGYG000002218	1209	4
2082	MGYG000002219	1170	4
2083	MGYG000002221	780	2
2084	MGYG000002222	874	3
2085	MGYG000002223	843	3
2086	MGYG000002224	949	3
2087	MGYG000002225	791	2
2088	MGYG000002226	550	1
2089	MGYG000002227	728	2
2090	MGYG000002228	979	3
2091	MGYG000002229	1108	4
2092	MGYG000002230	815	2
2093	MGYG000002231	892	3
2094	MGYG000002232	811	2
2095	MGYG000002233	987	3
2096	MGYG000002234	868	3
2097	MGYG000002235	768	2
2098	MGYG000002236	659	2
2099	MGYG000002237	383	1
2100	MGYG000002238	988	3
2101	MGYG000002239	212	1
2102	MGYG000002240	464	1
2103	MGYG000002241	384	1
2104	MGYG000002242	1040	4
2105	MGYG000002243	763	2
2106	MGYG000002244	418	1
2107	MGYG000002245	618	1
2108	MGYG000002246	563	1
2109	MGYG000002247	986	3
2110	MGYG000002248	406	1
2111	MGYG000002249	391	1
2112	MGYG000002250	877	3
2113	MGYG000002251	414	1
2114	MGYG000002252	320	1
2115	MGYG000002253	318	1
2116	MGYG000002254	890	3
2117	MGYG000002255	966	3
2118	MGYG000002256	736	2
2119	MGYG000002257	976	3
2120	MGYG000002258	780	2
2121	MGYG000002259	354	1
2122	MGYG000002260	701	2
2123	MGYG000002261	494	1
2124	MGYG000002262	408	1
2125	MGYG000002263	636	2
2126	MGYG000002264	891	3
2127	MGYG000002265	416	1
2128	MGYG000002266	424	1
2129	MGYG000002267	2593	4
2130	MGYG000002268	1635	4
2131	MGYG000002270	1395	4
2132	MGYG000002271	1301	4
2133	MGYG000002272	1228	4
2134	MGYG000002273	1974	4
2135	MGYG000002274	1075	4
2136	MGYG000002275	1051	4
2137	MGYG000002276	1281	4
2138	MGYG000002277	1077	4
2139	MGYG000002278	1218	4
2140	MGYG000002279	993	3
2141	MGYG000002280	1053	4
2142	MGYG000002281	1975	4
2143	MGYG000002282	2125	4
2144	MGYG000002283	1546	4
2145	MGYG000002284	729	2
2146	MGYG000002285	1213	4
2147	MGYG000002286	1095	4
2148	MGYG000002287	1204	4
2149	MGYG000002288	1705	4
2150	MGYG000002289	784	2
2151	MGYG000002291	1581	4
2152	MGYG000002293	1123	4
2153	MGYG000002294	998	3
2154	MGYG000002295	1425	4
2155	MGYG000002297	891	3
2156	MGYG000002298	1347	4
2157	MGYG000002299	669	2
2158	MGYG000002300	1258	4
2159	MGYG000002301	950	3
2160	MGYG000002302	590	1
2161	MGYG000002303	881	3
2162	MGYG000002304	1124	4
2163	MGYG000002305	1721	4
2164	MGYG000002306	2715	4
2165	MGYG000002307	814	2
2166	MGYG000002308	788	2
2167	MGYG000002309	1039	4
2168	MGYG000002310	4889	4
2169	MGYG000002311	1395	4
2170	MGYG000002312	1533	4
2171	MGYG000002313	696	2
2172	MGYG000002314	1850	4
2173	MGYG000002315	751	2
2174	MGYG000002316	794	2
2175	MGYG000002317	706	2
2176	MGYG000002318	831	3
2177	MGYG000002319	846	3
2178	MGYG000002320	1163	4
2179	MGYG000002321	1063	4
2180	MGYG000002322	1647	4
2181	MGYG000002323	1638	4
2182	MGYG000002324	746	2
2183	MGYG000002325	984	3
2184	MGYG000002326	1586	4
2185	MGYG000002327	1515	4
2186	MGYG000002328	2187	4
2187	MGYG000002329	1273	4
2188	MGYG000002330	2735	4
2189	MGYG000002331	1743	4
2190	MGYG000002332	717	2
2191	MGYG000002333	729	2
2192	MGYG000002334	1057	4
2193	MGYG000002335	1584	4
2194	MGYG000002337	1082	4
2195	MGYG000002338	1014	3
2196	MGYG000002340	1307	4
2197	MGYG000002341	1375	4
2198	MGYG000002342	1195	4
2199	MGYG000002343	1492	4
2200	MGYG000002344	1481	4
2201	MGYG000002345	1480	4
2202	MGYG000002346	1455	4
2203	MGYG000002347	653	2
2204	MGYG000002348	704	2
2205	MGYG000002349	799	2
2206	MGYG000002350	2711	4
2207	MGYG000002351	3050	4
2208	MGYG000002352	1795	4
2209	MGYG000002353	1248	4
2210	MGYG000002354	1186	4
2211	MGYG000002355	1264	4
2212	MGYG000002356	1870	4
2213	MGYG000002357	1557	4
2214	MGYG000002358	875	3
2215	MGYG000002359	2481	4
2216	MGYG000002360	775	2
2217	MGYG000002361	511	1
2218	MGYG000002362	976	3
2219	MGYG000002363	2367	4
2220	MGYG000002364	1041	4
2221	MGYG000002365	1129	4
2222	MGYG000002366	1944	4
2223	MGYG000002367	541	1
2224	MGYG000002368	1297	4
2225	MGYG000002369	1479	4
2226	MGYG000002370	1546	4
2227	MGYG000002371	860	3
2228	MGYG000002372	1161	4
2229	MGYG000002373	1084	4
2230	MGYG000002374	812	2
2231	MGYG000002375	827	2
2232	MGYG000002376	1104	4
2233	MGYG000002377	1219	4
2234	MGYG000002378	1447	4
2235	MGYG000002379	795	2
2236	MGYG000002380	772	2
2237	MGYG000002381	2603	4
2238	MGYG000002382	2956	4
2239	MGYG000002383	1017	3
2240	MGYG000002384	798	2
2241	MGYG000002385	1393	4
2242	MGYG000002386	1056	4
2243	MGYG000002387	843	3
2244	MGYG000002388	1040	4
2245	MGYG000002389	623	2
2246	MGYG000002390	680	2
2247	MGYG000002391	1321	4
2248	MGYG000002392	956	3
2249	MGYG000002393	1108	4
2250	MGYG000002394	1305	4
2251	MGYG000002395	1005	3
2252	MGYG000002396	1199	4
2253	MGYG000002397	921	3
2254	MGYG000002398	1943	4
2255	MGYG000002399	813	2
2256	MGYG000002400	935	3
2257	MGYG000002401	1536	4
2258	MGYG000002402	870	3
2259	MGYG000002403	2555	4
2260	MGYG000002404	1685	4
2261	MGYG000002405	1399	4
2262	MGYG000002406	1697	4
2263	MGYG000002407	3354	4
2264	MGYG000002408	1875	4
2265	MGYG000002409	2157	4
2266	MGYG000002410	1350	4
2267	MGYG000002411	1055	4
2268	MGYG000002412	1477	4
2269	MGYG000002413	2006	4
2270	MGYG000002414	1950	4
2271	MGYG000002416	1139	4
2272	MGYG000002417	1244	4
2273	MGYG000002418	1380	4
2274	MGYG000002419	619	1
2275	MGYG000002420	850	3
2276	MGYG000002421	1157	4
2277	MGYG000002422	832	3
2278	MGYG000002423	2729	4
2279	MGYG000002424	937	3
2280	MGYG000002425	922	3
2281	MGYG000002426	891	3
2282	MGYG000002427	930	3
2283	MGYG000002428	962	3
2284	MGYG000002429	938	3
2285	MGYG000002430	927	3
2286	MGYG000002431	956	3
2287	MGYG000002432	1038	4
2288	MGYG000002433	944	3
2289	MGYG000002434	908	3
2290	MGYG000002435	897	3
2291	MGYG000002436	3175	4
2292	MGYG000002437	2065	4
2293	MGYG000002438	1615	4
2294	MGYG000002439	1970	4
2295	MGYG000002440	1451	4
2296	MGYG000002441	1909	4
2297	MGYG000002442	2024	4
2298	MGYG000002443	1815	4
2299	MGYG000002444	1092	4
2300	MGYG000002445	1115	4
2301	MGYG000002446	794	2
2302	MGYG000002447	1126	4
2303	MGYG000002448	984	3
2304	MGYG000002449	1739	4
2305	MGYG000002450	1099	4
2306	MGYG000002451	1337	4
2307	MGYG000002452	1384	4
2308	MGYG000002453	1454	4
2309	MGYG000002454	1311	4
2310	MGYG000002455	2380	4
2311	MGYG000002456	715	2
2312	MGYG000002457	1201	4
2313	MGYG000002458	1623	4
2314	MGYG000002459	1000	3
2315	MGYG000002460	2120	4
2316	MGYG000002461	1683	4
2317	MGYG000002462	1568	4
2318	MGYG000002463	4083	4
2319	MGYG000002464	1309	4
2320	MGYG000002465	1636	4
2321	MGYG000002466	1727	4
2322	MGYG000002467	1746	4
2323	MGYG000002468	1382	4
2324	MGYG000002469	1060	4
2325	MGYG000002470	1991	4
2326	MGYG000002471	1623	4
2327	MGYG000002472	836	3
2328	MGYG000002473	2388	4
2329	MGYG000002474	1589	4
2330	MGYG000002475	1522	4
2331	MGYG000002476	1642	4
2332	MGYG000002477	1882	4
2333	MGYG000002478	1881	4
2334	MGYG000002479	805	2
2335	MGYG000002480	1346	4
2336	MGYG000002481	3270	4
2337	MGYG000002482	844	3
2338	MGYG000002483	1350	4
2339	MGYG000002484	1979	4
2340	MGYG000002485	1098	4
2341	MGYG000002486	1247	4
2342	MGYG000002487	1807	4
2343	MGYG000002488	1465	4
2344	MGYG000002489	1273	4
2345	MGYG000002490	2654	4
2346	MGYG000002491	2178	4
2347	MGYG000002492	1080	4
2348	MGYG000002493	1282	4
2349	MGYG000002494	1923	4
2350	MGYG000002495	1873	4
2351	MGYG000002496	1718	4
2352	MGYG000002498	1845	4
2353	MGYG000002500	1890	4
2354	MGYG000002501	1909	4
2355	MGYG000002502	2202	4
2356	MGYG000002503	1775	4
2357	MGYG000002504	1988	4
2358	MGYG000002505	1206	4
2359	MGYG000002506	1967	4
2360	MGYG000002507	1874	4
2361	MGYG000002508	1573	4
2362	MGYG000002509	1202	4
2363	MGYG000002510	2560	4
2364	MGYG000002511	2658	4
2365	MGYG000002512	1566	4
2366	MGYG000002513	1695	4
2367	MGYG000002514	1455	4
2368	MGYG000002515	1690	4
2369	MGYG000002516	1419	4
2370	MGYG000002517	1213	4
2371	MGYG000002518	2613	4
2372	MGYG000002519	2032	4
2373	MGYG000002520	2723	4
2374	MGYG000002521	2368	4
2375	MGYG000002522	1066	4
2376	MGYG000002523	951	3
2377	MGYG000002524	1564	4
2378	MGYG000002525	1767	4
2379	MGYG000002527	2239	4
2380	MGYG000002528	1216	4
2381	MGYG000002529	2083	4
2382	MGYG000002530	1028	3
2383	MGYG000002531	1081	4
2384	MGYG000002532	1374	4
2385	MGYG000002533	1803	4
2386	MGYG000002534	2177	4
2387	MGYG000002535	1806	4
2388	MGYG000002536	1289	4
2389	MGYG000002537	1521	4
2390	MGYG000002538	2544	4
2391	MGYG000002539	1051	4
2392	MGYG000002540	1346	4
2393	MGYG000002541	1124	4
2394	MGYG000002542	1002	3
2395	MGYG000002543	716	2
2396	MGYG000002544	2029	4
2397	MGYG000002545	1218	4
2398	MGYG000002546	1455	4
2399	MGYG000002547	982	3
2400	MGYG000002548	1048	4
2401	MGYG000002549	1881	4
2402	MGYG000002551	618	1
2403	MGYG000002552	1060	4
2404	MGYG000002553	485	1
2405	MGYG000002554	374	1
2406	MGYG000002555	807	2
2407	MGYG000002556	866	3
2408	MGYG000002557	971	3
2409	MGYG000002558	1304	4
2410	MGYG000002559	960	3
2411	MGYG000002560	1768	4
2412	MGYG000002561	1406	4
2413	MGYG000002562	619	1
2414	MGYG000002563	844	3
2415	MGYG000002564	778	2
2416	MGYG000002565	564	1
2417	MGYG000002566	910	3
2418	MGYG000002567	613	1
2419	MGYG000002568	896	3
2420	MGYG000002570	707	2
2421	MGYG000002571	472	1
2422	MGYG000002572	334	1
2423	MGYG000002573	837	3
2424	MGYG000002574	1224	4
2425	MGYG000002575	619	1
2426	MGYG000002576	835	3
2427	MGYG000002578	1061	4
2428	MGYG000002579	610	1
2429	MGYG000002580	1172	4
2430	MGYG000002581	393	1
2431	MGYG000002582	627	2
2432	MGYG000002583	397	1
2433	MGYG000002584	1018	3
2434	MGYG000002585	851	3
2435	MGYG000002586	464	1
2436	MGYG000002587	1435	4
2437	MGYG000002588	855	3
2438	MGYG000002589	1071	4
2439	MGYG000002590	335	1
2440	MGYG000002591	609	1
2441	MGYG000002592	1113	4
2442	MGYG000002593	484	1
2443	MGYG000002594	591	1
2444	MGYG000002595	610	1
2445	MGYG000002596	780	2
2446	MGYG000002597	518	1
2447	MGYG000002599	1122	4
2448	MGYG000002600	829	2
2449	MGYG000002601	1027	3
2450	MGYG000002602	752	2
2451	MGYG000002603	821	2
2452	MGYG000002604	779	2
2453	MGYG000002605	709	2
2454	MGYG000002607	345	1
2455	MGYG000002608	885	3
2456	MGYG000002609	1049	4
2457	MGYG000002610	963	3
2458	MGYG000002612	735	2
2459	MGYG000002613	982	3
2460	MGYG000002614	657	2
2461	MGYG000002616	753	2
2462	MGYG000002617	721	2
2463	MGYG000002619	1172	4
2464	MGYG000002620	1468	4
2465	MGYG000002621	1132	4
2466	MGYG000002622	1053	4
2467	MGYG000002623	870	3
2468	MGYG000002624	581	1
2469	MGYG000002625	762	2
2470	MGYG000002626	629	2
2471	MGYG000002627	841	3
2472	MGYG000002628	1012	3
2473	MGYG000002629	232	1
2474	MGYG000002630	357	1
2475	MGYG000002631	679	2
2476	MGYG000002633	962	3
2477	MGYG000002634	750	2
2478	MGYG000002635	447	1
2479	MGYG000002636	701	2
2480	MGYG000002637	860	3
2481	MGYG000002638	825	2
2482	MGYG000002639	607	1
2483	MGYG000002640	610	1
2484	MGYG000002641	1129	4
2485	MGYG000002642	548	1
2486	MGYG000002643	968	3
2487	MGYG000002645	550	1
2488	MGYG000002646	448	1
2489	MGYG000002648	1091	4
2490	MGYG000002649	393	1
2491	MGYG000002650	1456	4
2492	MGYG000002651	974	3
2493	MGYG000002652	1635	4
2494	MGYG000002653	911	3
2495	MGYG000002654	571	1
2496	MGYG000002655	454	1
2497	MGYG000002656	571	1
2498	MGYG000002657	880	3
2499	MGYG000002658	949	3
2500	MGYG000002659	584	1
2501	MGYG000002660	638	2
2502	MGYG000002661	858	3
2503	MGYG000002662	794	2
2504	MGYG000002663	656	2
2505	MGYG000002664	814	2
2506	MGYG000002665	1097	4
2507	MGYG000002666	260	1
2508	MGYG000002667	710	2
2509	MGYG000002668	867	3
2510	MGYG000002669	706	2
2511	MGYG000002670	684	2
2512	MGYG000002671	952	3
2513	MGYG000002672	846	3
2514	MGYG000002673	990	3
2515	MGYG000002674	907	3
2516	MGYG000002675	769	2
2517	MGYG000002676	842	3
2518	MGYG000002677	515	1
2519	MGYG000002678	637	2
2520	MGYG000002680	1348	4
2521	MGYG000002681	609	1
2522	MGYG000002682	885	3
2523	MGYG000002683	1155	4
2524	MGYG000002684	623	2
2525	MGYG000002685	881	3
2526	MGYG000002686	837	3
2527	MGYG000002687	1325	4
2528	MGYG000002688	526	1
2529	MGYG000002689	789	2
2530	MGYG000002690	936	3
2531	MGYG000002691	1094	4
2532	MGYG000002692	470	1
2533	MGYG000002693	931	3
2534	MGYG000002694	821	2
2535	MGYG000002695	508	1
2536	MGYG000002696	952	3
2537	MGYG000002697	1018	3
2538	MGYG000002698	611	1
2539	MGYG000002699	1583	4
2540	MGYG000002701	557	1
2541	MGYG000002702	933	3
2542	MGYG000002703	849	3
2543	MGYG000002704	1082	4
2544	MGYG000002705	1164	4
2545	MGYG000002707	1050	4
2546	MGYG000002708	843	3
2547	MGYG000002709	688	2
2548	MGYG000002710	921	3
2549	MGYG000002711	1390	4
2550	MGYG000002712	1221	4
2551	MGYG000002713	923	3
2552	MGYG000002714	734	2
2553	MGYG000002715	1025	3
2554	MGYG000002716	729	2
2555	MGYG000002717	1694	4
2556	MGYG000002718	1022	3
2557	MGYG000002719	856	3
2558	MGYG000002720	795	2
2559	MGYG000002721	1173	4
2560	MGYG000002722	589	1
2561	MGYG000002723	927	3
2562	MGYG000002724	744	2
2563	MGYG000002725	1305	4
2564	MGYG000002726	734	2
2565	MGYG000002727	1066	4
2566	MGYG000002728	775	2
2567	MGYG000002729	544	1
2568	MGYG000002730	716	2
2569	MGYG000002731	394	1
2570	MGYG000002732	771	2
2571	MGYG000002733	896	3
2572	MGYG000002734	888	3
2573	MGYG000002735	899	3
2574	MGYG000002736	703	2
2575	MGYG000002737	710	2
2576	MGYG000002738	1164	4
2577	MGYG000002739	689	2
2578	MGYG000002740	815	2
2579	MGYG000002741	864	3
2580	MGYG000002742	875	3
2581	MGYG000002743	854	3
2582	MGYG000002744	948	3
2583	MGYG000002745	950	3
2584	MGYG000002746	831	3
2585	MGYG000002747	926	3
2586	MGYG000002748	875	3
2587	MGYG000002749	683	2
2588	MGYG000002750	806	2
2589	MGYG000002751	980	3
2590	MGYG000002752	852	3
2591	MGYG000002753	590	1
2592	MGYG000002754	918	3
2593	MGYG000002755	903	3
2594	MGYG000002756	1323	4
2595	MGYG000002757	958	3
2596	MGYG000002758	704	2
2597	MGYG000002759	852	3
2598	MGYG000002760	935	3
2599	MGYG000002762	1072	4
2600	MGYG000002763	900	3
2601	MGYG000002764	816	2
2602	MGYG000002765	819	2
2603	MGYG000002766	710	2
2604	MGYG000002767	392	1
2605	MGYG000002768	665	2
2606	MGYG000002769	441	1
2607	MGYG000002770	965	3
2608	MGYG000002771	536	1
2609	MGYG000002772	846	3
2610	MGYG000002773	445	1
2611	MGYG000002774	1086	4
2612	MGYG000002775	950	3
2613	MGYG000002776	554	1
2614	MGYG000002777	492	1
2615	MGYG000002778	942	3
2616	MGYG000002779	1213	4
2617	MGYG000002780	1072	4
2618	MGYG000002781	769	2
2619	MGYG000002782	1159	4
2620	MGYG000002783	737	2
2621	MGYG000002784	646	2
2622	MGYG000002785	511	1
2623	MGYG000002786	611	1
2624	MGYG000002787	988	3
2625	MGYG000002788	667	2
2626	MGYG000002789	619	1
2627	MGYG000002790	474	1
2628	MGYG000002791	440	1
2629	MGYG000002792	492	1
2630	MGYG000002793	627	2
2631	MGYG000002794	774	2
2632	MGYG000002795	923	3
2633	MGYG000002797	361	1
2634	MGYG000002798	386	1
2635	MGYG000002799	281	1
2636	MGYG000002800	667	2
2637	MGYG000002801	1057	4
2638	MGYG000002802	829	2
2639	MGYG000002803	897	3
2640	MGYG000002804	489	1
2641	MGYG000002805	712	2
2642	MGYG000002807	522	1
2643	MGYG000002808	645	2
2644	MGYG000002809	838	3
2645	MGYG000002810	875	3
2646	MGYG000002811	456	1
2647	MGYG000002812	305	1
2648	MGYG000002813	1215	4
2649	MGYG000002814	299	1
2650	MGYG000002815	563	1
2651	MGYG000002816	1731	4
2652	MGYG000002817	2622	4
2653	MGYG000002818	1565	4
2654	MGYG000002819	628	2
2655	MGYG000002820	282	1
2656	MGYG000002821	645	2
2657	MGYG000002822	306	1
2658	MGYG000002823	1793	4
2659	MGYG000002824	882	3
2660	MGYG000002825	2071	4
2661	MGYG000002826	291	1
2662	MGYG000002827	2504	4
2663	MGYG000002828	927	3
2664	MGYG000002829	1828	4
2665	MGYG000002830	525	1
2666	MGYG000002831	639	2
2667	MGYG000002832	816	2
2668	MGYG000002834	1027	3
2669	MGYG000002835	1035	4
2670	MGYG000002836	1649	4
2671	MGYG000002837	1167	4
2672	MGYG000002838	1089	4
2673	MGYG000002839	457	1
2674	MGYG000002840	977	3
2675	MGYG000002841	1018	3
2676	MGYG000002842	204	1
2677	MGYG000002843	447	1
2678	MGYG000002844	937	3
2679	MGYG000002845	855	3
2680	MGYG000002846	1522	4
2681	MGYG000002847	830	3
2682	MGYG000002848	601	1
2683	MGYG000002849	858	3
2684	MGYG000002850	792	2
2685	MGYG000002851	953	3
2686	MGYG000002852	898	3
2687	MGYG000002853	829	2
2688	MGYG000002854	589	1
2689	MGYG000002855	733	2
2690	MGYG000002857	964	3
2691	MGYG000002858	897	3
2692	MGYG000002859	1047	4
2693	MGYG000002860	925	3
2694	MGYG000002861	753	2
2695	MGYG000002863	632	2
2696	MGYG000002864	842	3
2697	MGYG000002865	804	2
2698	MGYG000002866	642	2
2699	MGYG000002867	937	3
2700	MGYG000002868	405	1
2701	MGYG000002869	913	3
2702	MGYG000002870	474	1
2703	MGYG000002871	571	1
2704	MGYG000002872	1199	4
2705	MGYG000002873	678	2
2706	MGYG000002874	836	3
2707	MGYG000002875	1000	3
2708	MGYG000002876	710	2
2709	MGYG000002877	882	3
2710	MGYG000002878	878	3
2711	MGYG000002879	253	1
2712	MGYG000002880	652	2
2713	MGYG000002881	408	1
2714	MGYG000002882	904	3
2715	MGYG000002883	618	1
2716	MGYG000002884	897	3
2717	MGYG000002885	1694	4
2718	MGYG000002886	2780	4
2719	MGYG000002887	428	1
2720	MGYG000002888	880	3
2721	MGYG000002889	2400	4
2722	MGYG000002890	416	1
2723	MGYG000002891	466	1
2724	MGYG000002892	431	1
2725	MGYG000002894	654	2
2726	MGYG000002895	449	1
2727	MGYG000002896	409	1
2728	MGYG000002897	641	2
2729	MGYG000002898	744	2
2730	MGYG000002899	669	2
2731	MGYG000002900	1480	4
2732	MGYG000002901	372	1
2733	MGYG000002902	274	1
2734	MGYG000002903	373	1
2735	MGYG000002904	1886	4
2736	MGYG000002905	799	2
2737	MGYG000002907	1574	4
2738	MGYG000002908	459	1
2739	MGYG000002909	336	1
2740	MGYG000002910	1108	4
2741	MGYG000002911	986	3
2742	MGYG000002912	668	2
2743	MGYG000002913	986	3
2744	MGYG000002914	747	2
2745	MGYG000002915	810	2
2746	MGYG000002916	862	3
2747	MGYG000002917	941	3
2748	MGYG000002918	919	3
2749	MGYG000002919	1037	4
2750	MGYG000002920	739	2
2751	MGYG000002921	558	1
2752	MGYG000002922	793	2
2753	MGYG000002923	843	3
2754	MGYG000002924	1445	4
2755	MGYG000002925	428	1
2756	MGYG000002926	806	2
2757	MGYG000002927	687	2
2758	MGYG000002928	491	1
2759	MGYG000002929	630	2
2760	MGYG000002930	911	3
2761	MGYG000002931	227	1
2762	MGYG000002932	964	3
2763	MGYG000002933	983	3
2764	MGYG000002934	925	3
2765	MGYG000002935	1001	3
2766	MGYG000002936	752	2
2767	MGYG000002937	1045	4
2768	MGYG000002938	739	2
2769	MGYG000002939	777	2
2770	MGYG000002940	576	1
2771	MGYG000002941	660	2
2772	MGYG000002942	156	1
2773	MGYG000002943	1688	4
2774	MGYG000002944	1084	4
2775	MGYG000002945	1053	4
2776	MGYG000002946	1621	4
2777	MGYG000002947	854	3
2778	MGYG000002948	939	3
2779	MGYG000002949	1393	4
2780	MGYG000002951	235	1
2781	MGYG000002952	356	1
2782	MGYG000002953	1481	4
2783	MGYG000002954	704	2
2784	MGYG000002955	904	3
2785	MGYG000002956	375	1
2786	MGYG000002957	938	3
2787	MGYG000002958	909	3
2788	MGYG000002959	507	1
2789	MGYG000002960	932	3
2790	MGYG000002961	906	3
2791	MGYG000002962	976	3
2792	MGYG000002963	1846	4
2793	MGYG000002964	773	2
2794	MGYG000002965	581	1
2795	MGYG000002966	1295	4
2796	MGYG000002967	837	3
2797	MGYG000002968	914	3
2798	MGYG000002969	499	1
2799	MGYG000002970	840	3
2800	MGYG000002971	890	3
